#active_nodes,ipv4,us-mia,nl-ens,fr-par,br-poa,us-los,uk-lnd,au-syd
#bgp_policy,community-20473:6003-uk-lnd-anycast02
#date,
#site,counts,percent
br-poa-anycast01,1391864,22
nl-ens-anycast02,649836,10
au-syd-anycast01,631492,10
us-mia-anycast01,539234,8
fr-par-anycast01,341818,5
uk-lnd-anycast02,1539,0
jp-hnd-anycast01,1,0
unknown,2569972,42

