#active_nodes,ipv4,fr-par,uk-lnd,us-mia,au-syd,br-poa,us-los,nl-ens
#bgp_policy,community-20473:6003-fr-par-anycast01
#date,
#site,counts,percent
br-poa-anycast01,991192,16
uk-lnd-anycast02,920489,15
au-syd-anycast01,641370,10
us-mia-anycast01,525147,8
nl-ens-anycast02,469608,7
fr-par-anycast01,6591,0
jp-hnd-anycast01,1,0
unknown,2571358,42

