#active_nodes,ipv4,br-poa,us-los,us-mia,uk-lnd,au-syd,nl-ens,fr-par
#bgp_policy,community-20080:701-us-mia-anycast01
#date,
#site,counts,percent
br-poa-anycast01,959904,15
uk-lnd-anycast02,873508,14
au-syd-anycast01,779074,12
nl-ens-anycast02,465306,7
us-mia-anycast01,318568,5
fr-par-anycast01,181356,3
jp-hnd-anycast01,1,0
unknown,2548039,41

