#active_nodes,ipv4,br-poa,uk-lnd,us-los,fr-par,us-mia,au-syd,nl-ens
#bgp_policy,prepend-negative-4x-fr-par-anycast01
#date,
#site,counts,percent
fr-par-anycast01,2409340,39
nl-ens-anycast02,479953,7
uk-lnd-anycast02,260126,4
br-poa-anycast01,186580,3
us-mia-anycast01,148862,2
au-syd-anycast01,38970,0
jp-hnd-anycast01,1,0
unknown,2601924,42

