#active_nodes,ipv4,us-los,us-mia,uk-lnd,au-syd,br-poa,nl-ens,fr-par
#bgp_policy,prepend-negative-3x-nl-ens-anycast02
#date,
#site,counts,percent
nl-ens-anycast02,2904209,47
uk-lnd-anycast02,277739,4
au-syd-anycast01,203801,3
us-mia-anycast01,89097,1
br-poa-anycast01,84240,1
fr-par-anycast01,7601,0
jp-hnd-anycast01,1,0
unknown,2559068,41

