#active_nodes,ipv4,br-poa,uk-lnd,nl-ens,us-los,fr-par,au-syd,us-mia
#bgp_policy,prepend-positive-4x-us-los-anycast01
#date,
#site,counts,percent
br-poa-anycast01,979051,16
uk-lnd-anycast02,851519,13
au-syd-anycast01,603562,9
us-mia-anycast01,495447,8
nl-ens-anycast02,457663,7
fr-par-anycast01,189581,3
jp-hnd-anycast01,1,0
unknown,2548932,41

