#active_nodes,ipv4,nl-ens,uk-lnd,us-los,us-mia,br-poa,au-syd,fr-par
#bgp_policy,community-20473:64609-us-mia-anycast01
#date,
#site,counts,percent
br-poa-anycast01,959454,15
uk-lnd-anycast02,872256,14
au-syd-anycast01,767645,12
nl-ens-anycast02,465188,7
us-mia-anycast01,320575,5
fr-par-anycast01,181510,3
jp-hnd-anycast01,1,0
unknown,2559127,41

