#active_nodes,ipv4,br-poa,fr-par,au-syd,us-mia,uk-lnd,us-was,jp-hnd
#bgp_policy,prepend-positive-4x-us-mia-anycast01
#date,2020-01-31-23:10:04
#site,count,percent
uk-lnd-anycast02,1032964,16
au-syd-anycast01,776012,12
br-poa-anycast01,689086,11
us-was-anycast01,544496,8
fr-par-anycast01,261998,4
us-mia-anycast01,79210,1
jp-hnd-anycast01,1,0
unknown,2771021,45

