#active_nodes,ipv4,br-poa,jp-hnd,us-mia,fr-par,uk-lnd,us-was,au-syd
#bgp_policy,prepend-negative-4x-fr-par-anycast01
#date,2020-01-31-23:10:04
#site,count,percent
fr-par-anycast01,1887115,30
us-was-anycast01,511208,8
br-poa-anycast01,344146,5
us-mia-anycast01,305851,5
uk-lnd-anycast02,290854,4
au-syd-anycast01,42920,0
jp-hnd-anycast01,1,0
unknown,2772693,45
