#active_nodes,ipv4,us-was,br-poa,us-mia,uk-lnd,fr-par,jp-hnd,au-syd
#bgp_policy,prepend-negative-2x-br-poa-anycast01
#date,2020-01-31-23:10:04
#site,count,percent
br-poa-anycast01,1867476,30
us-was-anycast01,500034,8
us-mia-anycast01,429303,7
uk-lnd-anycast02,368141,6
au-syd-anycast01,184674,3
fr-par-anycast01,66027,1
jp-hnd-anycast01,1,0
unknown,2739132,44
