#active_nodes,ipv4,fr-par,au-syd,uk-lnd,jp-hnd,us-was,br-poa,us-mia
#bgp_policy,prepend-negative-5x-us-was-anycast01
#date,2020-01-31-23:10:04
#site,count,percent
us-was-anycast01,3015529,49
au-syd-anycast01,142429,2
us-mia-anycast01,105728,1
br-poa-anycast01,74987,1
uk-lnd-anycast02,57527,0
fr-par-anycast01,26300,0
jp-hnd-anycast01,1,0
unknown,2732287,44
