#active_nodes,ipv4,au-syd,us-mia,br-poa,fr-par,us-was,jp-hnd,uk-lnd
#bgp_policy,prepend-positive-2x-us-mia-anycast01
#date,2020-01-31-23:10:04
#site,count,percent
uk-lnd-anycast02,1024941,16
au-syd-anycast01,780194,12
br-poa-anycast01,689061,11
us-was-anycast01,545721,8
fr-par-anycast01,259658,4
us-mia-anycast01,79526,1
jp-hnd-anycast01,1,0
unknown,2775686,45

