#active_nodes,ipv4,us-mia,br-poa,fr-par,au-syd,nl-ens,uk-lnd,us-los
#bgp_policy,prepend-negative-4x-au-syd-anycast01
#date,
#site,counts,percent
au-syd-anycast01,2171529,35
nl-ens-anycast02,484624,7
uk-lnd-anycast02,422712,6
br-poa-anycast01,292760,4
us-mia-anycast01,148322,2
fr-par-anycast01,48923,0
jp-hnd-anycast01,1,0
unknown,2556885,41

