#active_nodes,ipv4,fr-par,br-poa,au-syd,us-mia,us-los,uk-lnd,nl-ens
#bgp_policy,prepend-positive-5x-nl-ens-anycast02
#date,
#site,counts,percent
br-poa-anycast01,1008639,16
uk-lnd-anycast02,991947,16
au-syd-anycast01,603231,9
us-mia-anycast01,476092,7
nl-ens-anycast02,322367,5
fr-par-anycast01,172719,2
jp-hnd-anycast01,1,0
unknown,2550760,41

