#active_nodes,ipv4,br-poa,fr-par,au-syd,us-mia,nl-ens,us-los,uk-lnd
#bgp_policy,prepend-positive-3x-br-poa-anycast01
#date,
#site,counts,percent
uk-lnd-anycast02,1002454,16
nl-ens-anycast02,637075,10
au-syd-anycast01,621930,10
us-mia-anycast01,555976,9
br-poa-anycast01,521418,8
fr-par-anycast01,261681,4
jp-hnd-anycast01,1,0
unknown,2525221,41

