#active_nodes,ipv4,au-syd,nl-ens,us-los,uk-lnd,fr-par,us-mia,br-poa
#bgp_policy,prepend-negative-1x-br-poa-anycast01
#date,
#site,counts,percent
br-poa-anycast01,2182549,35
au-syd-anycast01,509928,8
nl-ens-anycast02,399080,6
uk-lnd-anycast02,243601,4
us-mia-anycast01,181958,3
fr-par-anycast01,37677,0
jp-hnd-anycast01,1,0
unknown,2570962,42

