#active_nodes,ipv4,uk-lnd,br-poa,us-los,nl-ens,fr-par,us-mia,au-syd
#bgp_policy,prepend-positive-4x-nl-ens-anycast02
#date,
#site,counts,percent
br-poa-anycast01,1010160,16
uk-lnd-anycast02,992429,16
au-syd-anycast01,611616,10
us-mia-anycast01,475937,7
nl-ens-anycast02,322307,5
fr-par-anycast01,172489,2
jp-hnd-anycast01,1,0
unknown,2540817,41

