#active_nodes,ipv4,us-mia,br-poa,nl-ens,uk-lnd,us-los,au-syd,fr-par
#bgp_policy,prepend-positive-4x-fr-par-anycast01
#date,
#site,counts,percent
uk-lnd-anycast02,1023867,16
br-poa-anycast01,939414,15
au-syd-anycast01,632215,10
us-mia-anycast01,499008,8
nl-ens-anycast02,483995,7
fr-par-anycast01,6747,0
jp-hnd-anycast01,1,0
unknown,2540509,41

