#active_nodes,ipv4,au-syd,us-mia,us-los,nl-ens,uk-lnd,fr-par,br-poa
#bgp_policy,community-20473:6601-au-syd-anycast01
#date,
#site,counts,percent
br-poa-anycast01,926734,15
uk-lnd-anycast02,866508,14
au-syd-anycast01,627882,10
us-mia-anycast01,530115,8
nl-ens-anycast02,469265,7
fr-par-anycast01,175284,2
jp-hnd-anycast01,1,0
unknown,2529967,41

