#active_nodes,ipv4,us-mia,au-syd,nl-ens,uk-lnd,fr-par,us-los,br-poa
#bgp_policy,prepend-negative-5x-fr-par-anycast01
#date,
#site,counts,percent
fr-par-anycast01,2434199,39
nl-ens-anycast02,481700,7
uk-lnd-anycast02,252409,4
br-poa-anycast01,186634,3
us-mia-anycast01,148653,2
au-syd-anycast01,38914,0
jp-hnd-anycast01,1,0
unknown,2583246,42

