#active_nodes,ipv4,nl-ens,us-los,au-syd,us-mia,fr-par,br-poa,uk-lnd
#bgp_policy,prepend-positive-3x-nl-ens-anycast02
#date,
#site,counts,percent
br-poa-anycast01,1008582,16
uk-lnd-anycast02,958321,15
au-syd-anycast01,607127,9
us-mia-anycast01,477362,7
nl-ens-anycast02,354076,5
fr-par-anycast01,172110,2
jp-hnd-anycast01,1,0
unknown,2548177,41

